draw_no,date,n1,n2,n3,n4,n5,n6,bonus,sales,w1_prize,w1_winners,w2_prize,w2_winners,w3_prize,w3_winners,w4_prize,w4_winners,w5_prize,w5_winners,auto,semi_auto,manual
221,2007-02-24,2,20,33,35,37,40,10,47674135000,1800104250,6,40911461,44,1119468,1608,47711,75459,5000,1167205,,,
222,2007-03-03,5,7,28,29,39,43,44,47735197000,2275193820,5,57454390,33,1715833,1105,66418,57093,5000,981530,,,
223,2007-03-10,1,3,18,20,26,27,38,46036874000,1498170600,7,44817070,39,1234369,1416,51782,67509,5000,1107956,,,
224,2007-03-17,4,19,26,27,30,42,7,46435109000,1808969950,6,69575768,26,1562151,1158,59753,60549,5000,1025571,,,
225,2007-03-24,5,11,13,19,31,36,7,46352016000,1777201800,6,43346386,41,1380888,1287,54448,65281,5000,1080798,,,
226,2007-03-31,2,6,8,14,21,22,34,45145643000,1744100150,6,45897373,38,1336476,1305,54439,64076,5000,1026364,,,
227,2007-04-07,4,5,15,16,22,42,2,44444776000,5253542400,2,72965867,24,1587653,1103,61811,56663,5000,942116,,,
228,2007-04-14,17,25,35,36,39,44,23,44764100000,1146700334,9,44103859,39,1285539,1338,52122,66002,5000,1036309,,,
229,2007-04-21,4,5,9,11,23,38,35,44762989000,1451441100,7,62716591,27,1290662,1312,50156,67524,5000,1089603,,,
230,2007-04-28,5,11,14,29,32,33,12,44191351000,1292929163,8,68956222,25,1662397,1037,61190,56346,5000,971324,,,
231,2007-05-05,5,10,19,31,44,45,27,42355627000,1088365900,9,85923624,19,1288516,1267,55051,59311,5000,970465,,,
232,2007-05-12,8,9,10,12,24,44,35,43564632000,1110918400,9,92576534,18,1314178,1268,51274,65000,5000,1023708,,,
233,2007-05-19,4,6,13,17,28,40,39,43516805000,999153750,10,64048318,26,1307109,1274,53259,62535,5000,1021168,,,
234,2007-05-26,13,21,22,24,26,37,4,42814085000,2519743875,4,73036055,23,1601363,1049,61167,54926,5000,921750,,,
235,2007-06-02,21,22,26,27,31,37,8,43347391000,3433330100,3,59195347,29,1457271,1178,57657,59548,5000,901409,,,
236,2007-06-09,1,4,8,13,37,39,7,42941871000,5030040150,2,40894636,41,1602945,1046,61553,54480,5000,940827,,,
237,2007-06-16,1,11,17,21,24,44,33,43358287000,1440630729,7,43095792,39,1530725,1098,58626,57338,5000,974357,,,
238,2007-06-23,2,4,15,28,31,34,35,42952477000,1121660567,9,58016926,29,1578322,1066,61640,54591,5000,930266,,,
239,2007-06-30,11,15,24,39,41,44,7,43296565000,1134140167,9,58662423,29,1570832,1083,60921,55850,5000,927236,,,
240,2007-07-07,6,10,16,40,41,43,21,43603443000,5098251450,2,60693470,28,1567728,1084,59238,57376,5000,961510,,,
241,2007-07-14,2,16,24,27,28,35,21,43246894000,2552016300,4,50039536,34,1759405,967,63267,53783,5000,922001,,,
242,2007-07-21,4,19,20,21,32,34,43,42679760000,1234542375,8,45723792,36,1322134,1245,54286,60644,5000,975863,,,
243,2007-07-28,2,12,17,19,28,42,34,41304830000,2408850000,4,55375863,29,1474656,1089,59418,54055,5000,918683,,,
244,2007-08-04,13,16,25,36,37,38,19,39411047000,9121583100,1,60810554,25,1387103,1096,55353,54930,5000,900577,,,
245,2007-08-11,9,11,27,31,32,38,22,41854623000,1382583129,7,46086105,35,1477119,1092,56159,57445,5000,959435,,,
246,2007-08-18,13,18,21,23,26,39,15,41453154000,1911774240,5,61274816,26,1231179,1294,53462,59600,5000,959025,,,
247,2007-08-25,12,15,28,36,39,40,13,42231698000,1669313900,6,57562549,29,1638189,1019,63856,52284,5000,884542,,,
248,2007-09-01,3,8,17,23,38,45,13,42348403000,1227479363,8,71158224,23,1417004,1155,55624,58847,5000,961562,,,
249,2007-09-08,3,8,27,31,41,44,11,42539134000,1663568700,6,57364438,29,1423070,1169,59378,56034,5000,926776,,,
250,2007-09-15,19,23,30,37,43,45,38,42122808000,1994726280,5,97780700,17,1581610,1051,64771,51328,5000,887737,,,
251,2007-09-22,6,7,19,25,28,38,45,44493014000,1282616400,8,42753880,40,1376937,1242,55153,62015,5000,1028991,,,
252,2007-09-29,14,23,26,31,39,45,28,41207920000,1391089715,7,67622417,24,1493044,1087,62547,51895,5000,874916,,,
253,2007-10-06,8,19,25,31,34,36,33,42309347000,2466189525,4,82206318,20,1406439,1169,57604,57084,5000,942682,,,
254,2007-10-13,1,5,19,20,24,30,27,42259113000,9741015900,1,49197050,33,1325309,1225,54852,59196,5000,978906,,,
255,2007-10-20,1,5,6,24,27,42,32,41425341000,1598618550,6,122970658,13,1516716,1054,57689,55422,5000,945297,,,
256,2007-10-27,4,11,14,21,23,43,32,41996580000,4891017000,2,47951148,34,1367735,1192,57230,56975,5000,938980,,,
257,2007-11-03,6,13,27,31,32,37,4,41433637000,2391377025,4,88569520,18,1292986,1233,54996,57977,5000,954861,,,
258,2007-11-10,14,27,30,31,38,40,17,41364428000,2426434350,4,57772247,28,938297,1724,59213,54638,5000,901197,,,
259,2007-11-17,4,5,14,35,42,45,34,40905570000,4838533500,2,64513780,25,1565869,1030,64000,50402,5000,864868,,,
260,2007-11-24,7,12,15,24,37,40,43,40140211000,2310085575,4,59232964,26,1199422,1284,52871,58258,5000,933907,,,
261,2007-12-01,6,11,16,18,31,43,2,41215041000,3192299100,3,49879674,32,1445788,1104,56717,56285,5000,929205,,,
262,2007-12-08,9,12,24,25,29,31,36,39232234000,4518741600,2,71726058,21,1361888,1106,54966,54807,5000,910729,2.0,0.0,0.0
263,2007-12-15,1,27,28,32,37,40,18,39677128000,1551704900,6,57470552,27,1656036,937,61466,50490,5000,864303,6.0,0.0,0.0
264,2007-12-22,9,16,27,36,41,44,5,39783178000,1344889200,7,58112497,27,1498604,1047,62642,50096,5000,840243,3.0,0.0,4.0
265,2007-12-29,5,9,34,37,38,39,12,40913922000,1200838575,8,84269374,19,1585266,1010,60459,52966,5000,889156,8.0,0.0,0.0
266,2008-01-05,3,4,9,11,22,42,37,41937067000,3207211700,3,44544607,36,1343054,1194,54526,58820,5000,986495,2.0,0.0,1.0
267,2008-01-12,7,8,24,34,36,41,1,41835853000,3257663300,3,58172559,28,1427548,1141,59122,55101,5000,925922,3.0,0.0,0.0
268,2008-01-19,3,10,19,24,32,45,12,41213802000,1350954515,7,45031818,35,1157206,1362,50960,61857,5000,969153,1.0,0.0,6.0
269,2008-01-26,5,18,20,36,42,43,32,41357619000,1961399940,5,74295453,22,1611933,1014,64715,50514,5000,866762,5.0,0.0,0.0
270,2008-02-02,5,9,12,20,21,26,27,41845351000,1927830060,5,50203908,32,1293499,1242,53724,59807,5000,971485,4.0,0.0,1.0
271,2008-02-09,3,8,9,27,29,40,36,40879633000,1565918150,6,55925649,28,1246751,1256,52709,59418,5000,956127,3.0,0.0,3.0
272,2008-02-16,7,9,12,27,39,43,28,43310674000,1104622800,9,42485493,39,1209442,1370,52419,63219,5000,1017199,5.0,0.0,4.0
273,2008-02-23,1,8,24,31,34,44,6,42816211000,3339543100,3,79512931,21,1523515,1096,59431,56192,5000,942078,2.0,0.0,1.0
274,2008-03-01,13,14,15,26,35,39,25,42631711000,2505085575,4,45136678,37,1331784,1254,58277,57315,5000,923057,3.0,0.0,1.0
275,2008-03-08,14,19,20,35,38,40,26,42329813000,10044066900,1,88105850,19,1689215,991,64813,51657,5000,884959,1.0,0.0,0.0
276,2008-03-15,4,15,21,33,39,41,25,42567610000,3312569000,3,53428533,31,1426602,1161,55308,59894,5000,944192,2.0,0.0,1.0
277,2008-03-22,10,12,13,15,25,29,20,41868708000,3272627800,3,52784320,31,1482169,1104,59211,55271,5000,914243,3.0,0.0,0.0
278,2008-03-29,3,11,37,39,41,43,13,41088180000,3186530000,3,59009815,27,1463054,1089,57268,55643,5000,922288,3.0,0.0,0.0
279,2008-04-05,7,16,31,36,37,38,11,41130542000,1914205320,5,59080412,27,1466150,1088,57566,55421,5000,922712,4.0,0.0,1.0
280,2008-04-12,10,11,23,24,36,37,35,40673999000,1355258529,7,58560554,27,1380904,1145,58653,53915,5000,905130,4.0,0.0,3.0
281,2008-04-19,1,3,4,6,14,41,12,40800514000,1554683200,6,42018465,37,1042712,1491,41713,74543,5000,970685,3.0,0.0,3.0
282,2008-04-26,2,5,10,18,31,32,30,41051175000,1322052643,7,48199836,32,1012735,1523,46530,66297,5000,1020328,4.0,0.0,3.0
283,2008-05-03,6,8,18,31,38,45,42,40133316000,3137224600,3,65358846,24,1478429,1061,59206,52989,5000,876107,3.0,0.0,0.0
284,2008-05-10,2,7,15,24,30,45,28,39773403000,3117640300,3,111344297,14,1632273,955,61691,50537,5000,859700,2.0,0.0,1.0
285,2008-05-17,13,33,37,40,41,45,2,40364871000,3164370100,3,60853272,26,1555738,1017,61705,51283,5000,872117,3.0,0.0,0.0
286,2008-05-24,1,15,19,40,42,44,17,40944483000,3236566300,3,59936413,27,1566586,1033,66246,48857,5000,857882,3.0,0.0,0.0
287,2008-05-31,6,12,24,27,35,37,41,40623489000,1328657100,7,41894594,37,1165489,1330,51161,60597,5000,962149,6.0,0.0,1.0
288,2008-06-07,1,12,17,28,35,41,10,39970134000,2357261550,4,65479488,24,1488171,1056,62553,50246,5000,853998,2.0,0.0,2.0
289,2008-06-14,3,14,33,37,38,42,10,39406643000,0,0,63761694,24,1501748,1019,58541,52281,5000,880103,,,
290,2008-06-21,8,13,18,32,39,45,7,80362302000,2149214424,13,51251650,61,1361059,2297,58573,106752,5000,1783529,10.0,0.0,3.0
291,2008-06-28,3,7,8,18,20,42,45,44143418000,1450585200,7,43393575,39,1379258,1227,54144,62513,5000,1029643,6.0,0.0,1.0
292,2008-07-05,17,18,31,32,33,34,10,43394631000,720373950,14,45428988,37,995778,1688,50256,66893,5000,977718,5.0,0.0,9.0
293,2008-07-12,1,9,17,21,29,33,24,42399708000,1656764400,6,78893543,21,1435672,1154,54268,61059,5000,926442,6.0,0.0,0.0
294,2008-07-19,6,10,17,30,37,38,40,41563813000,2406504975,4,61705256,26,1411027,1137,56496,56795,5000,947708,4.0,0.0,0.0
295,2008-07-26,1,4,12,16,18,38,8,42248135000,0,0,62969875,26,1616207,1013,59131,55376,5000,950380,,,
296,2008-08-02,3,8,15,27,30,45,44,63377899000,3066088275,8,46243415,53,1186303,2066,54498,89945,5000,1435988,3.0,0.0,5.0
297,2008-08-09,6,11,19,20,28,32,34,43641475000,5056668750,2,60198438,28,1322005,1275,55032,61258,5000,993035,2.0,0.0,0.0
298,2008-08-16,5,9,27,29,37,40,19,43151675000,9909778500,1,41290744,40,1220717,1353,51970,63561,5000,1011908,0.0,0.0,1.0
299,2008-08-23,1,3,20,25,36,45,24,44463909000,1483772529,7,59691999,29,1548362,1118,59575,58114,5000,984255,6.0,0.0,1.0
300,2008-08-30,7,9,10,12,26,38,39,44465047000,836092425,12,49181908,34,1180922,1416,47646,70193,5000,1102135,8.0,0.0,4.0
301,2008-09-06,7,11,13,33,37,43,26,44377177000,1447385015,7,35927997,47,1328573,1271,51361,65756,5000,1060486,5.0,0.0,2.0
302,2008-09-13,13,19,20,32,38,42,4,46382605000,5472167250,2,41455813,44,1608515,1134,61360,59455,5000,990149,1.0,0.0,1.0
303,2008-09-20,2,14,17,30,38,45,43,42841760000,1672749000,6,57681000,29,1444516,1158,59459,56266,5000,938678,5.0,0.0,1.0
304,2008-09-27,4,10,16,26,33,41,38,43158653000,1661646150,6,44909356,37,1165250,1426,53519,62096,5000,992573,3.0,0.0,3.0
305,2008-10-04,7,8,18,21,23,39,9,43960659000,2008210140,5,49220837,34,1215330,1377,50589,66162,5000,1049049,5.0,0.0,0.0
306,2008-10-11,4,18,23,30,34,41,19,44421462000,2102669520,5,76183679,23,1437428,1219,61822,56687,5000,937697,5.0,0.0,0.0
307,2008-10-18,5,15,21,23,25,45,12,43880990000,2587643250,4,61610554,28,1465672,1177,58085,59400,5000,937908,4.0,0.0,0.0
308,2008-10-25,14,15,17,19,37,45,40,43339416000,10232872800,1,63165882,27,1743844,978,63461,53749,5000,922984,1.0,0.0,0.0
309,2008-11-01,1,2,5,11,18,36,22,44157528000,901622946,11,66119016,25,1189191,1390,47826,69125,5000,1109802,9.0,0.0,2.0
310,2008-11-08,1,5,19,28,34,41,16,43718082000,1296713325,8,59619004,29,1592036,1086,64088,53956,5000,913906,8.0,0.0,0.0
311,2008-11-15,4,12,24,27,28,32,10,43209215000,1237691063,8,38378018,43,1210752,1363,50950,64780,5000,1020412,4.0,0.0,4.0
312,2008-11-22,2,3,5,6,12,20,25,42255391000,629017820,15,27112838,58,761892,2064,34211,91934,5000,1080450,3.0,0.0,12.0
313,2008-11-29,9,17,34,35,43,45,2,43672096000,1715422800,6,65977800,26,1531628,1120,61548,55743,5000,936364,5.0,0.0,1.0
314,2008-12-06,15,17,19,34,38,41,2,42328094000,1660512200,6,69188009,24,1556244,1067,60502,54892,5000,911785,4.0,0.0,2.0
315,2008-12-13,1,13,33,35,43,45,23,44339180000,1308728625,8,54530360,32,1641554,1063,62091,56207,5000,943975,8.0,0.0,0.0
316,2008-12-20,10,11,21,27,31,39,43,44073768000,1673586400,6,57709876,29,1197130,1398,48967,68356,5000,1060204,2.0,0.0,4.0
317,2008-12-27,3,10,11,22,36,39,8,44135114000,2576258550,4,68700228,25,1517232,1132,59672,57565,5000,978500,3.0,0.0,1.0
318,2009-01-03,2,17,19,20,34,45,21,46663728000,1207436600,9,64684104,28,1311481,1381,56531,64077,5000,1044063,7.0,0.0,2.0
319,2009-01-10,5,8,22,28,33,42,37,45435183000,2135659380,5,68450622,26,1546235,1151,59833,59490,5000,984086,2.0,0.0,3.0
320,2009-01-17,16,19,23,25,41,45,3,46659886000,5513067900,2,73507572,25,1699991,1081,64412,57061,5000,990610,1.0,0.0,1.0
321,2009-01-24,12,18,20,21,25,34,42,50617982000,1959136100,6,55975318,35,1535374,1276,56960,68791,5000,1143526,6.0,0.0,0.0
322,2009-01-31,9,18,29,32,38,43,20,48948294000,1904544700,6,65673956,29,1300031,1465,56158,67829,5000,1085740,5.0,0.0,1.0
323,2009-02-07,10,14,15,32,36,42,3,49209477000,1461025388,8,72149402,27,1657902,1175,64085,60796,5000,1024880,7.0,0.0,1.0
324,2009-02-14,2,4,21,25,33,36,17,47988317000,1865130350,6,46628259,40,1518836,1228,59710,62473,5000,1068571,5.0,0.0,1.0
325,2009-02-21,7,17,20,32,44,45,33,46636979000,1806122450,6,54730984,33,1435710,1258,57677,62629,5000,1051453,6.0,0.0,0.0
326,2009-02-28,16,23,25,33,36,39,40,47224551000,1832134550,6,59101115,31,1372386,1335,57177,64087,5000,1058186,4.0,0.0,2.0
327,2009-03-07,6,12,13,17,32,44,24,45791560000,882674750,12,45265372,39,1421377,1242,55515,63599,5000,1048457,4.0,0.0,8.0
328,2009-03-14,1,6,9,16,17,28,24,47316988000,1819795900,6,60659864,30,1318693,1380,54657,66590,5000,1092107,4.0,0.0,2.0
329,2009-03-21,9,17,19,30,35,42,4,47198504000,1830391200,6,55466400,33,1506495,1215,58376,62711,5000,1059068,5.0,0.0,1.0
330,2009-03-28,3,4,16,17,19,20,23,45859496000,1162280200,9,54481885,32,1218324,1431,50370,69225,5000,1099109,3.0,0.0,6.0
331,2009-04-04,4,9,14,26,31,44,39,46641467000,2165902620,5,40109308,45,1322285,1365,55866,64617,5000,1054309,3.0,0.0,2.0
332,2009-04-11,16,17,34,36,42,45,3,46042557000,1359448388,8,48989132,37,1650818,1098,60589,59833,5000,979060,4.0,0.0,4.0
333,2009-04-18,5,14,27,30,39,43,35,46019070000,1550987143,7,50263473,36,1325631,1365,60326,59991,5000,982937,5.0,0.0,2.0
334,2009-04-25,13,15,21,29,39,43,33,44439656000,1523002972,7,57317317,31,1684206,1055,67934,52311,5000,890292,5.0,0.0,2.0
335,2009-05-02,5,9,16,23,26,45,21,43977478000,2037492480,5,60639658,28,1389453,1222,56057,60578,5000,1001927,5.0,0.0,0.0
336,2009-05-09,3,5,20,34,35,44,16,43069333000,1685632650,6,56187755,30,1704381,989,61422,54887,5000,935668,6.0,0.0,0.0
337,2009-05-16,1,5,14,18,32,37,4,43432467000,1257500513,8,50808102,33,1404245,1194,56462,59392,5000,989912,4.0,0.0,4.0
338,2009-05-23,2,13,34,38,42,45,16,43136020000,3383431000,3,43377321,39,1506426,1123,62091,54492,5000,930171,2.0,0.0,1.0
339,2009-05-30,6,8,14,21,30,37,45,42035640000,1096778334,9,51411485,32,1486150,1107,60324,54545,5000,913229,8.0,0.0,1.0
340,2009-06-06,18,24,26,29,34,38,32,42892121000,1439393186,7,47979773,35,1492705,1125,59752,56209,5000,930628,4.0,0.0,3.0
341,2009-06-13,1,8,19,34,39,43,41,44722448000,1497207772,7,52931588,33,1414367,1235,59458,58756,5000,978760,3.0,0.0,4.0
342,2009-06-20,1,13,14,33,34,43,25,43782188000,3454095800,3,59553376,29,1467331,1177,61517,56149,5000,924123,3.0,0.0,0.0
343,2009-06-27,1,10,17,29,31,43,15,43656460000,1717153000,6,59212173,29,1566746,1096,63842,53794,5000,931340,5.0,0.0,1.0
344,2009-07-04,1,2,15,28,34,45,38,43838886000,1467106543,7,74418448,23,1547581,1106,60593,56496,5000,960640,6.0,0.0,1.0
345,2009-07-11,15,20,23,29,39,42,2,43530937000,5203577550,2,45645418,38,1687282,1028,68394,50722,5000,884042,1.0,0.0,1.0
346,2009-07-18,5,13,14,22,44,45,33,42862389000,2017727340,5,64670749,26,1467225,1146,61695,54509,5000,923360,3.0,0.0,2.0
347,2009-07-25,3,8,13,27,32,42,10,44219740000,1456624286,7,44720922,38,1214722,1399,53306,63761,5000,1023184,3.0,0.0,4.0
348,2009-08-01,3,14,17,20,24,31,34,42786310000,3299994000,3,44594514,37,1350244,1222,50233,65694,5000,978637,3.0,0.0,0.0
349,2009-08-08,5,13,14,20,24,25,36,43433870000,3353209000,3,45313636,37,1435450,1168,56511,59338,5000,990178,3.0,0.0,0.0
350,2009-08-15,1,8,18,24,29,33,35,42681094000,1101052467,9,71807770,23,1379765,1197,57527,57420,5000,964952,9.0,0.0,0.0
351,2009-08-22,5,25,27,29,34,36,33,43947492000,2583357150,4,59387521,29,1514722,1137,62094,55472,5000,950273,2.0,0.0,2.0
352,2009-08-29,5,16,17,20,26,41,24,44719545000,1732858250,6,59753733,29,1486157,1166,58810,58931,5000,1006238,4.0,0.0,2.0
353,2009-09-05,11,16,19,22,29,36,26,44552925000,5290838250,2,60814233,29,1692527,1042,65058,54217,5000,928067,1.0,0.0,1.0
354,2009-09-12,14,19,36,43,44,45,1,44709689000,2124464340,5,52070205,34,1745944,1014,65187,54318,5000,930195,5.0,0.0,0.0
355,2009-09-19,5,8,29,30,35,44,38,45017050000,2145424800,5,74493917,24,1634236,1094,66058,54130,5000,925997,4.0,0.0,1.0
356,2009-09-26,2,8,14,25,29,45,24,44684958000,1157185267,9,46912917,37,1374330,1263,56761,61162,5000,996940,6.0,0.0,3.0
357,2009-10-03,10,14,18,21,36,37,5,45232409000,5313394350,2,65597462,27,1587036,1116,62643,56547,5000,980978,2.0,0.0,0.0
358,2009-10-10,1,9,10,12,21,40,37,45651829000,3472654900,3,39461988,44,1256388,1382,50884,68247,5000,1092528,3.0,0.0,0.0
359,2009-10-17,1,10,19,20,24,40,23,45288256000,1286712600,8,46368022,37,1036001,1656,46822,73283,5000,1097592,5.0,0.0,3.0
360,2009-10-24,4,16,23,25,35,40,27,45719032000,3566716200,3,54041155,33,1476290,1208,59139,60311,5000,1005187,3.0,0.0,0.0
361,2009-10-31,5,10,16,24,27,35,33,45062676000,1473115115,7,50548068,34,1174733,1463,51039,67347,5000,1068999,5.0,0.0,2.0
362,2009-11-07,2,3,22,27,30,40,29,44336363000,1729424650,6,66516333,26,1474361,1173,60898,56798,5000,974787,6.0,0.0,0.0
363,2009-11-14,11,12,14,21,32,38,6,44863948000,2615910600,4,52846679,33,1434162,1216,58451,59672,5000,998514,3.0,0.0,1.0
364,2009-11-21,2,5,7,14,16,40,4,44192004000,2531914800,4,45620087,37,1340702,1259,53421,63195,5000,1043314,3.0,0.0,1.0
365,2009-11-28,5,15,21,25,26,30,31,45806066000,10697716800,1,50941509,35,1509698,1181,57081,62472,5000,1014701,1.0,0.0,0.0
366,2009-12-05,5,12,19,26,27,44,38,45962166000,5351553900,2,45739777,39,1103186,1617,49921,71467,5000,1028514,2.0,0.0,0.0
367,2009-12-12,3,22,25,29,32,44,19,46459307000,1581736586,7,49874578,37,1759161,1049,66912,55158,5000,955212,7.0,0.0,0.0
368,2009-12-19,11,21,24,30,39,45,26,43746046000,1465825115,7,45003403,38,1431071,1195,59400,57581,5000,954346,4.0,0.0,3.0
369,2009-12-26,17,20,35,36,41,43,21,46716275000,1842177750,6,59425089,31,1592203,1157,62044,59383,5000,987272,5.0,0.0,1.0
370,2010-01-02,16,18,24,42,44,45,17,49762652000,1678941943,7,61211425,32,1677026,1168,64701,60549,5000,1058734,6.0,0.0,1.0
371,2010-01-09,7,9,15,26,27,42,18,45843166000,1524130543,7,61315597,29,1480560,1201,57266,62102,5000,1028012,5.0,0.0,2.0
372,2010-01-16,8,11,14,16,18,21,13,46167066000,1192593200,9,48348373,37,1307668,1368,57186,62564,5000,1038927,3.0,0.0,6.0
373,2010-01-23,15,26,37,42,43,45,9,47095065000,2791801125,4,64179337,29,1666250,1117,64559,57659,5000,987105,3.0,0.0,1.0
374,2010-01-30,11,13,15,17,25,34,26,48081319000,5528717850,2,68255776,27,1318245,1398,52816,69786,5000,1122320,1.0,0.0,1.0
375,2010-02-06,4,8,19,25,27,45,7,47864938000,1581284058,7,43924558,42,1442402,1279,56807,64951,5000,1096831,6.0,0.0,1.0
376,2010-02-13,1,11,13,24,28,40,7,50657096000,1956915800,6,38370899,51,1386900,1411,56355,69450,5000,1151878,5.0,0.0,1.0
377,2010-02-20,6,22,29,37,43,45,23,49218434000,3912085400,3,88911032,22,1632757,1198,66608,58733,5000,1009758,3.0,0.0,0.0
378,2010-02-27,5,22,29,31,34,39,43,48866964000,2317698240,5,64380507,30,1718341,1124,64659,59742,5000,1023866,5.0,0.0,0.0
379,2010-03-06,6,10,22,31,35,40,19,47537685000,1598999786,7,26274645,71,1390090,1342,60096,62084,5000,1022769,6.0,0.0,1.0
380,2010-03-13,1,2,8,17,26,37,27,47164371000,2684274825,4,42607537,42,1222348,1464,46132,77583,5000,1137404,3.0,0.0,1.0
381,2010-03-20,1,5,10,12,16,20,11,47943113000,565738895,19,28895267,62,904345,1981,43632,82120,5000,1211298,6.0,0.0,13.0
382,2010-03-27,10,15,22,24,27,42,19,47401288000,1846674900,6,57708591,32,1523660,1212,59315,62267,5000,1046779,5.0,0.0,1.0
383,2010-04-03,4,15,28,33,37,40,25,46067051000,3596522100,3,64223609,28,1437459,1251,59423,60525,5000,1010183,3.0,0.0,0.0
384,2010-04-10,11,22,24,32,36,38,7,46888942000,3658734200,3,44618710,41,1505652,1215,58927,62090,5000,1030160,3.0,0.0,0.0
385,2010-04-17,7,12,19,21,29,32,9,46243483000,1542032700,7,49973282,36,1456712,1235,57944,62096,5000,1026272,2.0,0.0,5.0
386,2010-04-24,4,7,10,19,31,40,26,45907331000,1042953330,10,29461959,59,1032832,1683,48150,72203,5000,1114222,5.0,0.0,5.0
387,2010-05-01,1,26,31,34,40,43,20,45459960000,2675533500,4,68603424,26,1515454,1177,61385,58115,5000,978618,2.0,0.0,2.0
388,2010-05-08,1,8,9,17,29,32,45,44308705000,2545543875,4,56567642,30,1337297,1269,55211,61475,5000,1036812,3.0,0.0,1.0
389,2010-05-15,7,16,18,20,23,26,3,45534027000,2119027020,5,49051552,36,1409303,1253,58088,60800,5000,1021691,5.0,0.0,0.0
390,2010-05-22,16,17,28,37,39,40,15,44189673000,10373997900,1,46729721,37,1590617,1087,61934,55834,5000,960968,1.0,0.0,0.0
391,2010-05-29,10,11,18,22,28,39,30,45161516000,10508749800,1,54733072,32,1309992,1337,57611,60803,5000,1013235,0.0,0.0,1.0
392,2010-06-05,1,3,7,8,24,42,43,45528684000,1713528700,6,57117624,30,1139315,1504,46358,73927,5000,1125811,4.0,0.0,2.0
393,2010-06-12,9,16,28,40,41,43,21,45989116000,1362003975,8,51885866,35,1694035,1072,64915,55951,5000,966901,6.0,0.0,2.0
394,2010-06-19,1,13,20,22,25,28,15,45192337000,10654349100,1,53809844,33,1474855,1204,63081,56300,5000,967784,1.0,0.0,0.0
395,2010-06-26,11,15,20,26,31,35,7,46192580000,1534635000,7,42628750,42,1260851,1420,55718,64267,5000,1038443,4.0,0.0,3.0
396,2010-07-03,18,20,31,34,40,45,30,45463736000,5296622400,2,51927671,34,1468836,1202,57336,61586,5000,1015292,1.0,0.0,1.0
397,2010-07-10,12,13,17,22,25,33,8,45890007000,3499519700,3,56443867,31,1280937,1366,52265,66958,5000,1089481,1.0,0.0,2.0
398,2010-07-17,10,15,20,23,42,44,7,45427304000,2680625550,4,57647862,31,1607090,1112,62263,57405,5000,968563,2.0,0.0,2.0
399,2010-07-24,1,2,9,17,19,42,20,45551786000,1276854975,8,42561833,40,1164483,1462,44222,76998,5000,1150232,6.0,0.0,2.0
400,2010-07-31,9,21,27,34,41,43,2,45379731000,2669834325,4,59329652,30,1419370,1254,60192,59141,5000,978194,2.0,0.0,2.0
401,2010-08-07,6,12,18,31,38,43,9,43491965000,1168214792,9,60424904,29,1293227,1355,50000,59599,5000,949491,5.0,0.0,4.0
402,2010-08-14,5,9,15,19,22,36,32,45002946000,2662206188,4,43287906,41,1396385,1271,50000,62656,5000,1034048,3.0,0.0,1.0
403,2010-08-21,10,14,22,24,28,37,26,44911335000,2122396875,5,41131723,43,1338883,1321,50000,63122,5000,1030051,4.0,0.0,1.0
404,2010-08-28,5,20,21,24,33,40,36,45389825000,3566659375,3,68589604,26,1400888,1273,50000,63559,5000,1050065,3.0,0.0,0.0
405,2010-09-04,1,2,10,25,26,44,4,45220904000,3543878000,3,50626829,35,1381091,1283,50000,63080,5000,1056188,3.0,0.0,0.0
406,2010-09-11,7,12,21,24,27,36,45,46062206000,2156142450,5,54448042,33,1246038,1442,50000,66604,5000,1065324,2.0,0.0,3.0
407,2010-09-18,6,7,13,16,24,25,1,48429586000,1649707286,7,71283649,27,1517870,1268,50000,65481,5000,1108695,4.0,0.0,3.0
408,2010-09-25,9,20,21,22,30,37,16,46406711000,2235375825,5,56448885,33,1497439,1244,50000,62101,5000,1039160,3.0,0.0,2.0
409,2010-10-02,6,9,21,31,32,40,38,47924584000,2896989750,4,53647959,36,1463127,1320,50000,64123,5000,1061106,2.0,0.0,2.0
410,2010-10-09,1,3,18,32,40,41,16,47467817000,1249335709,9,50648745,37,1438223,1303,50000,65942,5000,1088956,5.0,0.0,4.0
411,2010-10-16,11,14,22,35,37,39,5,47259122000,953227563,12,52957087,36,1446476,1318,50000,63403,5000,1041554,7.0,0.0,5.0
412,2010-10-23,4,7,39,41,42,45,40,47066180000,1656199822,7,56830387,34,1579913,1223,50000,59882,5000,1016225,7.0,0.0,0.0
413,2010-10-30,2,9,15,23,34,40,3,46925724000,2814673500,4,52123584,36,1493989,1256,50000,62797,5000,1062284,4.0,0.0,0.0
414,2010-11-06,2,14,15,22,23,44,43,46910990000,11703832500,1,55732536,35,1598885,1220,50000,58726,5000,982817,1.0,0.0,0.0
415,2010-11-13,7,17,20,26,30,40,24,46746048000,1334182407,8,50825997,35,1120927,1587,50000,71409,5000,1114259,5.0,0.0,3.0
416,2010-11-20,5,6,8,11,22,26,44,46854806000,1072037100,10,55835266,32,1190359,1501,50000,70470,5000,1122015,7.0,0.0,3.0
417,2010-11-27,4,5,14,20,22,43,44,45968256000,2818329938,4,55261372,34,1590929,1181,50000,58879,5000,1001817,4.0,0.0,0.0
