draw_no,date,n1,n2,n3,n4,n5,n6,bonus,sales,w1_prize,w1_winners,w2_prize,w2_winners,w3_prize,w3_winners,w4_prize,w4_winners,w5_prize,w5_winners,auto,semi_auto,manual
1013,2022-04-30,21,22,26,34,36,41,32,101747653000,5047570725,5,53244417,79,1626570,2586,50000,128697,5000,2157701,5.0,0.0,0.0
1014,2022-05-07,3,11,14,18,26,27,21,102396369000,2410449338,10,58223414,69,1410115,2849,50000,143906,5000,2372712,4.0,2.0,4.0
1015,2022-05-14,14,23,31,33,37,40,44,102562683000,3051105610,8,39883734,102,1412549,2880,50000,144321,5000,2304033,3.0,0.0,5.0
1016,2022-05-21,15,26,28,34,41,42,44,101583153000,2260660671,11,60949185,68,1543018,2686,50000,132413,5000,2202914,10.0,0.0,1.0
1017,2022-05-28,12,18,22,23,30,34,32,101382790000,3517684822,7,58628081,70,1580881,2596,50000,133621,5000,2235724,6.0,0.0,1.0
1018,2022-06-04,3,19,21,25,37,45,35,101151805000,12361744688,2,66460993,62,1530109,2693,50000,130602,5000,2216230,2.0,0.0,0.0
1019,2022-06-11,1,4,13,17,34,39,6,102804882000,438565140,50,48729460,75,627634,5823,50000,192646,5000,2506493,6.0,2.0,42.0
1020,2022-06-18,12,27,29,38,41,45,6,104996396000,1966431520,13,55332489,77,1512461,2817,50000,138221,5000,2300467,12.0,0.0,1.0
1021,2022-06-25,12,15,17,24,29,45,16,101960162000,2108962250,12,75320081,56,1713907,2461,50000,126484,5000,2182497,11.0,0.0,1.0
1022,2022-07-02,5,6,11,29,42,45,28,99233031000,4866468075,5,64371271,63,1571857,2580,50000,127962,5000,2155059,5.0,0.0,0.0
1023,2022-07-09,10,14,16,18,29,35,25,100399659000,2745677875,9,57201623,72,1643463,2506,50000,127810,5000,2172239,6.0,1.0,2.0
1024,2022-07-16,9,18,20,22,38,44,10,100081038000,3020323500,8,63922191,63,1539411,2616,50000,134065,5000,2224097,7.0,0.0,1.0
1025,2022-07-23,8,9,20,25,29,33,7,101318529000,6118853344,4,59119356,69,1527232,2671,50000,134665,5000,2258426,4.0,0.0,0.0
1026,2022-07-30,5,12,13,31,32,41,34,101556379000,1619118475,15,53260477,76,1452907,2786,50000,138907,5000,2290094,13.0,0.0,2.0
1027,2022-08-06,14,16,27,35,39,45,5,101195159000,2460504338,10,49407718,83,1518830,2700,50000,134097,5000,2217201,7.0,0.0,3.0
1028,2022-08-13,5,7,12,13,18,35,23,100613537000,1181235132,20,43268687,91,1401228,2810,50000,142778,5000,2333653,18.0,0.0,2.0
1029,2022-08-20,12,30,32,37,39,41,24,101336312000,2527848450,10,67952916,62,1611738,2614,50000,125573,5000,2136972,9.0,1.0,0.0
1030,2022-08-27,2,5,11,17,24,29,9,104899923000,1276406507,19,38864942,104,1233055,3278,50000,154929,5000,2473576,8.0,3.0,8.0
1031,2022-09-03,6,7,22,32,35,36,19,104316078000,3213957563,8,66957450,64,1536493,2789,50000,132815,5000,2247015,6.0,0.0,2.0
1032,2022-09-10,1,6,12,19,36,42,28,110907011000,2675257538,10,49541807,90,1448591,3078,50000,149807,5000,2458611,8.0,0.0,2.0
1033,2022-09-17,3,11,15,20,35,44,10,104642258000,1913414943,13,52477625,79,1344708,3083,50000,145505,5000,2376004,9.0,0.0,4.0
1034,2022-09-24,26,31,32,33,38,40,11,107150089000,2868856209,9,65201278,66,1484916,2898,50000,142939,5000,2400364,7.0,0.0,2.0
1035,2022-10-01,9,14,34,35,41,42,2,106759523000,3231193735,8,60679695,71,1512732,2848,50000,141624,5000,2366499,7.0,0.0,1.0
1036,2022-10-08,2,5,22,32,34,45,39,103753936000,2837323167,9,66499762,64,1641337,2593,50000,133443,5000,2231388,5.0,0.0,4.0
1037,2022-10-15,2,14,15,22,27,33,31,104840173000,1708576825,15,54762078,78,1574435,2713,50000,137021,5000,2279500,11.0,0.0,4.0
1038,2022-10-22,7,16,24,27,37,44,2,104932409000,1627457225,15,52839521,77,1209466,3364,50000,154690,5000,2436512,10.0,0.0,5.0
1039,2022-10-29,2,3,6,19,36,39,26,105259066000,1585019672,16,52833990,80,1524241,2773,50000,140403,5000,2359126,15.0,1.0,0.0
1040,2022-11-05,8,16,26,29,31,36,11,104007239000,3660482625,7,67786716,63,1653335,2583,50000,133245,5000,2235373,5.0,0.0,2.0
1041,2022-11-12,6,7,9,11,17,18,45,105301601000,935091165,25,45837803,85,987133,3947,50000,167535,5000,2620869,6.0,0.0,19.0
1042,2022-11-19,5,14,15,23,34,43,4,106510259000,1240663669,20,41355456,100,1159391,3567,50000,157156,5000,2462593,7.0,1.0,12.0
1043,2022-11-26,3,5,12,22,26,31,19,107045942000,1468646956,17,48385656,86,1318494,3156,50000,155087,5000,2495858,12.0,0.0,5.0
1044,2022-12-03,12,17,20,26,28,36,4,102891973000,3136941235,8,58091505,72,1610547,2597,50000,134226,5000,2254796,6.0,0.0,2.0
1045,2022-12-10,6,14,15,19,21,41,37,105380282000,1990060443,13,64355189,67,1597554,2699,50000,135872,5000,2280432,10.0,1.0,2.0
1046,2022-12-17,7,16,25,29,35,36,28,100923993000,2011415719,12,70575991,57,1359524,2959,50000,139560,5000,2260269,7.0,1.0,4.0
1047,2022-12-24,2,20,33,40,42,44,32,103058179000,2748797875,9,49677071,83,1511436,2728,50000,139530,5000,2313403,6.0,0.0,3.0
1048,2022-12-31,6,12,17,21,32,39,30,117323901000,1612494508,17,44791515,102,1196944,3817,50000,170086,5000,2721555,13.0,0.0,4.0
1049,2023-01-07,3,5,13,20,21,37,17,108444724000,1727810100,15,48533992,89,1455366,2968,50000,147061,5000,2462622,9.0,0.0,6.0
1050,2023-01-14,6,12,31,35,38,43,17,108072602000,1535083280,17,62134324,70,1517587,2866,50000,144610,5000,2402116,14.0,0.0,3.0
1051,2023-01-21,21,26,30,32,33,35,44,119243907000,1669558480,18,71552507,70,1773611,2824,50000,143314,5000,2477370,17.0,0.0,1.0
1052,2023-01-28,5,17,26,27,35,38,1,107565461000,2341682762,11,39750788,108,1467220,2926,50000,148178,5000,2405830,5.0,1.0,5.0
1053,2023-02-04,22,26,29,30,34,45,15,113721665000,4090367411,7,74563990,64,1766135,2702,50000,136905,5000,2367764,7.0,0.0,0.0
1054,2023-02-11,14,19,27,28,30,45,33,113660567000,3147925709,9,71543767,66,1739827,2714,50000,140308,5000,2407955,7.0,0.0,2.0
1055,2023-02-18,4,7,12,14,22,33,31,112488256000,2362815205,11,47085086,92,1269215,3413,50000,165590,5000,2662001,5.0,0.0,6.0
1056,2023-02-25,13,20,24,32,36,45,29,113279615000,1969662456,14,56739248,81,1425964,3223,50000,150996,5000,2464595,11.0,1.0,2.0
1057,2023-03-04,8,13,19,27,40,45,12,112523887000,1616069714,17,6895880,664,1545870,2962,50000,146471,5000,2461496,13.0,0.0,4.0
1058,2023-03-11,11,23,25,30,32,40,42,112041382000,2058020250,13,74317398,60,1450568,3074,50000,152446,5000,2545208,7.0,1.0,5.0
1059,2023-03-18,7,10,22,25,34,40,27,110846824000,2033168481,13,53074680,83,1408762,3127,50000,151941,5000,2516955,8.0,1.0,4.0
1060,2023-03-25,3,10,24,33,38,45,36,110677185000,898238907,28,43664392,96,912646,4593,50000,179475,5000,2566118,12.0,1.0,15.0
1061,2023-04-01,4,24,27,35,37,45,15,109909344000,2422768773,11,44866089,99,1479102,3003,50000,145857,5000,2425576,4.0,3.0,4.0
1062,2023-04-08,20,31,32,40,41,45,12,107109911000,3801933804,7,65229257,68,1662515,2668,50000,133599,5000,2278058,7.0,0.0,0.0
1063,2023-04-15,3,6,22,23,24,38,30,108347135000,3770311875,7,79976313,55,1625535,2706,50000,139518,5000,2401618,7.0,0.0,0.0
1064,2023-04-22,3,6,9,18,22,35,14,109427584000,1348168106,19,68858049,62,1295267,3296,50000,158665,5000,2525390,7.0,5.0,7.0
1065,2023-04-29,3,18,19,23,32,45,24,108181727000,1852593938,14,58415125,74,1386821,3117,50000,148561,5000,2416212,9.0,1.0,4.0
1066,2023-05-06,6,11,16,19,21,32,45,106440950000,1670947250,15,47470093,88,1257108,3323,50000,152826,5000,2432046,11.0,1.0,3.0
1067,2023-05-13,7,10,19,23,28,33,18,110703299000,1981114010,13,52346509,82,1166734,3679,50000,163488,5000,2567588,5.0,0.0,8.0
1068,2023-05-20,4,7,19,26,33,35,3,108988932000,1363929514,19,49644944,87,1386998,3114,50000,150789,5000,2480427,13.0,1.0,5.0
1069,2023-05-27,1,10,18,22,28,31,44,108388892000,1863217554,14,55031743,79,1446277,3006,50000,146335,5000,2419527,8.0,1.0,5.0
1070,2023-06-03,3,6,14,22,30,41,36,107222802000,1859116929,14,68856183,63,1476495,2938,50000,142759,5000,2353987,12.0,0.0,2.0
1071,2023-06-10,1,2,11,21,30,35,39,107362630000,5183979750,5,52047990,83,1494287,2891,50000,143234,5000,2391950,5.0,0.0,0.0
1072,2023-06-17,16,18,20,23,32,43,27,108156654000,2175006375,12,46774331,93,1514629,2872,50000,145504,5000,2400605,9.0,0.0,3.0
1073,2023-06-24,6,18,28,30,32,38,15,107352123000,2345227603,11,69348129,62,1436067,2994,50000,146834,5000,2387538,9.0,0.0,2.0
1074,2023-07-01,1,6,20,27,28,41,15,105744157000,2134763657,12,54737530,78,1574891,2711,50000,143155,5000,2311622,11.0,0.0,1.0
1075,2023-07-08,1,23,24,35,44,45,10,105635232000,2896337167,9,27153161,160,1579821,2750,50000,134529,5000,2267024,9.0,0.0,0.0
1076,2023-07-15,3,7,9,33,36,37,10,103168694000,2672689750,9,46616682,86,1289494,3109,50000,148521,5000,2417204,5.0,1.0,3.0
1077,2023-07-22,4,8,17,30,40,43,34,105927489000,3570901018,7,42510727,98,1287806,3235,50000,149808,5000,2428987,3.0,0.0,4.0
1078,2023-07-29,6,10,11,14,36,38,43,105407618000,2141604938,12,55626103,77,1591680,2691,50000,135352,5000,2334106,10.0,1.0,1.0
1079,2023-08-05,4,8,18,24,37,45,6,103120206000,2712329417,9,47864637,85,1266655,3212,50000,145773,5000,2344700,4.0,0.0,5.0
1080,2023-08-12,13,16,23,31,36,44,38,104111986000,3639444429,7,51780714,82,1561037,2720,50000,136257,5000,2254999,7.0,0.0,0.0
1081,2023-08-19,1,9,16,23,24,38,17,106974323000,2343892944,11,46708012,92,1470112,2923,50000,143152,5000,2390493,9.0,0.0,2.0
1082,2023-08-26,21,26,27,32,34,42,31,107566880000,3720489643,7,70009214,62,1568126,2768,50000,142123,5000,2390544,5.0,0.0,2.0
1083,2023-09-02,3,7,14,15,22,38,17,108995141000,1713084525,15,59482102,72,1308098,3274,50000,154536,5000,2501816,8.0,0.0,7.0
1084,2023-09-09,8,12,13,29,33,42,5,109818924000,1738764600,15,40625342,107,1447523,3003,50000,151391,5000,2512924,11.0,0.0,4.0
1085,2023-09-16,4,7,17,18,38,44,36,106249975000,1073277473,23,51427879,80,1185316,3471,50000,156670,5000,2475529,14.0,1.0,8.0
1086,2023-09-23,11,16,25,27,35,36,37,109250306000,1515913809,17,64105808,67,1313483,3270,50000,155241,5000,2500478,12.0,0.0,5.0
1087,2023-09-30,13,14,18,21,34,44,16,113960897000,1732253602,16,65061169,71,1545448,2989,50000,149854,5000,2506601,14.0,1.0,1.0
1088,2023-10-07,11,21,22,30,39,44,31,109089305000,2434697898,11,47485243,94,1492348,2991,50000,141487,5000,2352280,10.0,0.0,1.0
1089,2023-10-14,4,18,31,37,42,43,40,108725932000,2978522167,9,56554219,79,1581517,2825,50000,138575,5000,2338390,6.0,0.0,3.0
1090,2023-10-21,12,19,21,29,40,45,1,108364862000,2386494614,11,49718638,88,1492747,2931,50000,143714,5000,2398962,9.0,0.0,2.0
1091,2023-10-28,6,20,23,24,28,30,44,109335581000,2898470459,9,66887780,65,1513299,2873,50000,149578,5000,2481449,9.0,0.0,0.0
1092,2023-11-04,7,18,19,26,33,45,37,108970510000,1583289844,16,50263170,84,1269044,3327,50000,160096,5000,2540721,11.0,0.0,5.0
1093,2023-11-11,10,17,22,30,35,43,44,105589036000,1967040750,13,65568025,65,1455575,2928,50000,141232,5000,2327509,9.0,3.0,1.0
1094,2023-11-18,6,7,15,22,26,40,41,104078823000,2112854469,12,48571368,87,1550719,2725,50000,136802,5000,2278728,8.0,0.0,4.0
1095,2023-11-25,8,14,28,29,34,40,12,106160572000,2617825575,10,76544608,57,1688484,2584,50000,135653,5000,2278659,9.0,0.0,1.0
1096,2023-12-02,1,12,16,19,23,43,34,105753078000,2539391175,10,49791984,85,1447442,2924,50000,141700,5000,2386598,10.0,0.0,0.0
1097,2023-12-09,14,33,34,35,37,40,4,108873101000,3864293090,7,67288686,67,1713547,2631,50000,135670,5000,2317263,7.0,0.0,0.0
1098,2023-12-16,12,16,21,24,41,43,15,103850339000,1930461895,13,61509816,68,1472771,2840,50000,138090,5000,2311866,9.0,0.0,4.0
1099,2023-12-23,3,20,28,38,40,43,4,107510729000,2959934125,9,62533820,71,1643800,2701,50000,134122,5000,2306011,7.0,0.0,2.0
1100,2023-12-30,17,26,29,30,31,43,12,116187023000,2207575472,13,59050373,81,1667160,2869,50000,146262,5000,2503154,12.0,0.0,1.0
1101,2024-01-06,6,7,13,28,36,42,41,114758876000,2100529500,13,60681964,75,1353300,3363,50000,159797,5000,2596082,10.0,0.0,3.0
1102,2024-01-13,13,14,22,26,37,38,20,113178102000,1383591413,20,73205895,63,1516099,3042,50000,147705,5000,2461606,16.0,0.0,4.0
1103,2024-01-20,10,12,29,31,40,44,2,110195070000,1574419633,17,58695469,76,1533468,2909,50000,144537,5000,2436768,11.0,1.0,5.0
1104,2024-01-27,1,7,21,30,35,38,2,112449384000,1817193100,15,59776089,76,1514328,3000,50000,148589,5000,2490276,9.0,0.0,6.0
1105,2024-02-03,6,16,34,37,39,40,11,113295292000,1834853800,15,55266681,83,1582863,2898,50000,148700,5000,2503114,11.0,1.0,3.0
1106,2024-02-10,1,3,4,29,42,45,36,126617296000,2790462819,11,76355948,67,1516257,3374,50000,168792,5000,2788452,9.0,0.0,2.0
1107,2024-02-17,6,14,30,31,40,41,29,117664962000,2025625233,14,57639743,82,1407942,3357,50000,162265,5000,2581512,9.0,2.0,3.0
1108,2024-02-24,7,19,26,37,39,44,27,114578905000,1957990849,14,47590056,96,1415757,3227,50000,157579,5000,2572268,12.0,1.0,1.0
1109,2024-03-02,10,12,13,19,33,40,2,117196327000,1584352875,17,53440474,84,1341202,3347,50000,180255,5000,2734683,14.0,0.0,3.0
1110,2024-03-09,3,7,11,20,22,41,24,115083786000,1647392719,16,37229214,118,1202258,3654,50000,173234,5000,2747163,10.0,0.0,6.0
1111,2024-03-16,3,13,30,33,43,45,4,116382835000,1714662540,16,47138490,97,897260,5096,50000,171363,5000,2608760,6.0,0.0,10.0
1112,2024-03-23,16,20,26,36,42,44,24,114216084000,2804455650,10,79221912,59,1519043,3077,50000,148163,5000,2461430,10.0,0.0,0.0
1113,2024-03-30,11,13,20,21,32,44,8,113342318000,1987426822,14,81356654,57,1579472,2936,50000,146997,5000,2444535,12.0,0.0,2.0
1114,2024-04-06,10,16,19,32,33,38,3,113597890000,1583813824,17,50994006,88,1393193,3221,50000,160537,5000,2574463,9.0,0.0,8.0
1115,2024-04-13,7,12,23,32,34,36,8,113939215000,2257278282,12,75242610,60,1454901,3103,50000,158614,5000,2584491,7.0,0.0,5.0
1116,2024-04-20,15,16,17,25,30,31,32,110862553000,2695000238,10,39400589,114,1550991,2896,50000,145548,5000,2444108,5.0,1.0,4.0
1117,2024-04-27,3,4,9,30,33,36,7,113895333000,3028385542,9,48325302,94,1437071,3161,50000,155379,5000,2567618,6.0,1.0,2.0
1118,2024-05-04,11,13,14,15,16,45,3,113727120000,1477445132,19,64980226,72,1329897,3518,50000,145194,5000,2435050,16.0,0.0,3.0
1119,2024-05-11,1,9,12,13,20,45,3,111840714000,1396028764,19,45574823,97,1422381,3108,50000,155000,5000,2560859,15.0,0.0,4.0
1120,2024-05-18,2,19,26,31,38,41,34,114804359000,2522163375,11,50812816,91,1516552,3049,50000,154910,5000,2532990,8.0,2.0,1.0
1121,2024-05-25,6,24,31,32,38,44,8,113898519000,2524513262,11,60898347,76,1565723,2956,50000,148984,5000,2494773,8.0,0.0,3.0
1122,2024-06-01,3,6,21,30,34,35,22,115540004000,2556266046,11,47338261,99,1598393,2932,50000,151473,5000,2540890,9.0,1.0,1.0
1123,2024-06-08,13,19,21,24,34,35,26,113142957000,1731310711,16,59958813,77,1567684,2945,50000,147087,5000,2456500,13.0,0.0,3.0
1124,2024-06-15,3,8,17,30,33,34,28,112014841000,2623327913,10,50255324,87,1400005,3123,50000,158630,5000,2619643,5.0,1.0,4.0
1125,2024-06-22,6,14,25,33,40,44,30,109407294000,2195289188,12,56289467,78,1432022,3066,50000,147313,5000,2442674,8.0,1.0,3.0
1126,2024-06-29,4,5,9,11,37,40,7,111998191000,2386382421,11,48077302,91,1404957,3114,50000,157300,5000,2626764,10.0,0.0,1.0
1127,2024-07-06,10,15,24,30,31,37,32,111571373000,2267891969,12,53997428,84,1508409,3007,50000,145646,5000,2443423,10.0,0.0,2.0
1128,2024-07-13,1,5,8,16,28,33,45,111364194000,419925560,63,57262577,77,1476137,2987,50000,153592,5000,2545750,11.0,0.0,52.0
1129,2024-07-20,5,10,11,17,28,34,22,110363498000,2369567660,11,40600069,107,1382625,3142,50000,154322,5000,2542398,6.0,1.0,4.0
1130,2024-07-27,15,19,21,25,27,28,40,109515089000,2263301219,12,65602934,69,1560898,2900,50000,137397,5000,2334975,10.0,1.0,1.0
1131,2024-08-03,1,2,6,14,27,38,33,109120798000,1542367898,17,78036471,56,1527453,2861,50000,144842,5000,2471592,10.0,0.0,7.0
1132,2024-08-10,6,7,19,28,34,41,5,110018123000,2404951807,11,60398334,73,1428736,3086,50000,148359,5000,2463697,7.0,1.0,3.0
1133,2024-08-17,13,14,20,28,29,34,23,111210839000,2105079491,13,62479529,73,1666426,2737,50000,143047,5000,2393005,12.0,0.0,1.0
1134,2024-08-24,3,7,9,13,19,24,23,111660087000,1755689384,14,42233078,97,1034236,3961,50000,180353,5000,2807905,8.0,2.0,4.0
1135,2024-08-31,1,6,13,19,21,33,4,113817137000,2953726125,9,48687794,91,1296632,3417,50000,163808,5000,2654691,5.0,1.0,3.0
1136,2024-09-07,21,33,35,38,42,44,1,113031911000,2314468157,12,61719151,75,1592890,2906,50000,144451,5000,2452383,8.0,0.0,4.0
1137,2024-09-14,4,9,12,15,33,45,26,119250007000,2023447688,14,42534937,111,1420818,3323,50000,163296,5000,2737836,9.0,1.0,4.0
1138,2024-09-21,14,16,19,20,29,34,35,109651510000,1902656786,14,88790650,50,1549576,2865,50000,145690,5000,2404999,8.0,0.0,6.0
1139,2024-09-28,5,12,15,30,37,40,18,117915887000,2167490972,13,62616406,75,1449454,3240,50000,163236,5000,2645260,10.0,1.0,2.0
1140,2024-10-05,7,10,22,29,31,38,15,115238556000,2279823938,12,54935517,83,1363124,3345,50000,158343,5000,2644989,8.0,0.0,4.0
1141,2024-10-12,7,11,12,21,26,35,20,115803173000,2457758285,11,45058902,100,1336663,3371,50000,165233,5000,2718563,6.0,0.0,5.0
1142,2024-10-19,2,8,28,30,37,41,22,114254355000,3117517709,9,69795173,67,1645997,2841,50000,146936,5000,2474033,8.0,0.0,1.0
1143,2024-10-26,10,16,17,27,28,36,6,116432896000,2545657023,11,51855977,90,1479721,3154,50000,156400,5000,2612029,9.0,0.0,2.0
1144,2024-11-02,3,4,12,15,26,34,6,116378514000,1489347375,18,47532364,94,1232224,3626,50000,172239,5000,2766594,14.0,1.0,3.0
1145,2024-11-09,2,11,31,33,37,44,32,116115162000,3051630084,9,72657860,63,1382079,3312,50000,164055,5000,2647054,5.0,1.0,3.0
1146,2024-11-16,6,11,17,19,40,43,28,116694743000,2526476353,11,64331574,72,1528672,3030,50000,158146,5000,2677017,8.0,1.0,2.0
1147,2024-11-23,7,11,24,26,27,37,32,115707061000,3323422079,8,53388307,83,1235014,3588,50000,173036,5000,2750379,6.0,0.0,2.0
1148,2024-11-30,3,6,13,15,16,22,32,113188640000,2073332308,13,46311547,97,1457567,3082,50000,154963,5000,2581682,9.0,0.0,4.0
1149,2024-12-07,8,15,19,21,32,36,38,112146718000,1613380765,17,61773588,74,1563354,2924,50000,145209,5000,2448589,8.0,1.0,8.0
1150,2024-12-14,8,9,18,35,39,45,25,114152034000,1570620309,17,19690668,226,1303865,3413,50000,166846,5000,2626598,14.0,0.0,3.0
1151,2024-12-21,2,3,9,15,27,29,8,116118444000,1620503030,17,45013974,102,1370166,3351,50000,163055,5000,2635014,8.0,1.0,8.0
1152,2024-12-28,30,31,32,35,36,37,5,120703009000,874349668,35,64561685,79,1520684,3354,50000,146890,5000,2440804,12.0,1.0,22.0
1153,2025-01-04,1,9,10,13,35,44,5,126343367000,2027312925,15,64155473,79,1445603,3506,50000,167692,5000,2848165,11.0,0.0,4.0
1154,2025-01-11,4,8,22,26,32,38,27,115268257000,1854965425,15,74796993,62,1453735,3190,50000,154785,5000,2559114,12.0,1.0,2.0
1155,2025-01-18,10,16,19,27,37,38,13,118482730000,4066375179,7,60821851,78,1496091,3171,50000,160366,5000,2654046,5.0,0.0,2.0
1156,2025-01-25,30,31,34,39,41,45,7,127643987000,1505207090,21,72167464,73,1507792,3494,50000,162883,5000,2706409,10.0,1.0,10.0
1157,2025-02-01,5,7,12,20,25,26,28,123443439000,2257842157,12,32026130,141,992677,4549,50000,201847,5000,3100779,6.0,2.0,4.0
1158,2025-02-08,21,25,27,32,37,38,20,119706159000,1394358197,21,56747136,86,1609583,3032,50000,155209,5000,2610120,12.0,2.0,7.0
1159,2025-02-15,3,9,27,28,38,39,7,124802304000,1284854250,23,44775224,110,1316215,3742,50000,177373,5000,2826061,7.0,2.0,14.0
1160,2025-02-22,7,13,18,36,39,45,19,123177536000,2509359875,12,59746664,84,1580202,3176,50000,160611,5000,2681692,9.0,1.0,2.0
1161,2025-03-01,2,12,20,24,34,42,37,123230590000,1792657969,16,40858302,117,1163970,4107,50000,181457,5000,2859815,10.0,0.0,6.0
1162,2025-03-08,20,21,22,25,28,29,6,120578328000,823931021,36,63379310,78,1040317,4752,50000,160953,5000,2538565,11.0,2.0,23.0
1163,2025-03-15,2,13,15,16,33,43,4,122246316000,1936891150,15,64563039,75,1430074,3386,50000,168204,5000,2795027,10.0,1.0,4.0
1164,2025-03-22,17,18,23,25,38,39,22,121102645000,2193092164,13,62522365,76,1369366,3470,50000,170045,5000,2807095,10.0,1.0,2.0
1165,2025-03-29,6,7,27,29,38,45,17,118112106000,2192485270,13,52202031,91,1497128,3173,50000,158014,5000,2630455,10.0,1.0,2.0
1166,2025-04-05,14,23,25,27,29,42,16,116717661000,2072319938,14,60442665,80,1725085,2803,50000,147837,5000,2456735,6.0,0.0,8.0
1167,2025-04-12,8,23,31,35,39,40,24,118762131000,2884087913,10,69663960,69,1633859,2942,50000,157094,5000,2614372,6.0,1.0,3.0
1168,2025-04-19,9,21,24,30,33,37,29,117811795000,2136635914,13,62559160,74,1317410,3514,50000,166163,5000,2712545,10.0,0.0,3.0
1169,2025-04-26,5,12,24,26,39,42,20,118803195000,2852735813,10,42451426,112,1465648,3244,50000,160483,5000,2668194,8.0,0.0,2.0
1170,2025-05-03,3,13,28,34,38,42,25,116709995000,1386550969,20,44872200,103,815427,5668,50000,163866,5000,2637401,12.0,1.0,7.0
1171,2025-05-10,3,6,7,11,12,17,19,115285696000,1128345286,21,26683842,148,742752,5317,50000,211503,5000,3094806,3.0,2.0,16.0
1172,2025-05-17,7,9,24,40,42,44,45,117565241000,2203004452,13,48705881,98,1560372,3059,50000,152897,5000,2590472,10.0,1.0,2.0
1173,2025-05-24,1,5,18,20,30,35,3,118782668000,1179946063,24,50210471,94,1503595,3139,50000,163678,5000,2689832,13.0,0.0,11.0
1174,2025-05-31,8,11,14,17,36,39,22,119020467000,1910619425,15,56194689,85,1494540,3196,50000,158944,5000,2670129,7.0,0.0,8.0
1175,2025-06-07,3,4,6,8,32,42,31,117488305000,1384026094,20,50145873,92,1451675,3178,50000,164364,5000,2723718,13.0,2.0,5.0
1176,2025-06-14,7,9,11,21,30,35,29,115765450000,2052166154,13,49959102,89,1258523,3533,50000,171545,5000,2746919,6.0,0.0,7.0
1177,2025-06-21,3,7,15,16,19,43,21,115411832000,4576672000,6,61022294,75,1471126,3111,50000,157438,5000,2644128,6.0,0.0,0.0
1178,2025-06-28,5,6,11,27,43,44,17,118774279000,2391608407,12,53744010,89,1562633,3061,50000,157044,5000,2653841,8.0,1.0,3.0
1179,2025-07-05,3,16,18,24,40,44,21,115024678000,2162821097,13,74382737,63,1567787,2989,50000,148832,5000,2516368,6.0,1.0,6.0
1180,2025-07-12,6,12,18,37,40,41,3,115377965000,2535566421,11,64563034,72,1544365,3010,50000,153274,5000,2567395,10.0,0.0,1.0
1181,2025-07-19,8,10,14,20,33,41,28,113802682000,1593643500,17,52503759,86,1452340,3109,50000,155938,5000,2596371,7.0,0.0,10.0
1182,2025-07-26,1,13,21,25,28,31,22,115431308000,2124785424,13,58274706,79,1526933,3015,50000,156025,5000,2616958,11.0,2.0,0.0
1183,2025-08-02,4,15,17,23,27,36,31,115605968000,2073966000,13,48843403,92,1240297,3623,50000,169030,5000,2680548,9.0,1.0,3.0
1184,2025-08-09,14,16,23,25,31,37,42,117748924000,1910655600,15,50280411,95,1533432,3115,50000,155556,5000,2576710,10.0,0.0,5.0
1185,2025-08-16,6,17,22,28,29,32,38,117480804000,2388695125,12,60473295,79,1645674,2903,50000,153798,5000,2566276,10.0,0.0,2.0
1186,2025-08-23,2,8,13,16,23,28,35,116690738000,1985676911,14,52058946,89,1436221,3226,50000,162707,5000,2628810,8.0,2.0,4.0
1187,2025-08-30,5,13,26,29,37,40,42,117650847000,2619380012,11,60787300,79,1525961,3147,50000,152448,5000,2557090,9.0,0.0,2.0
1188,2025-09-06,3,4,12,19,22,27,9,116617971000,1074625172,24,38725232,111,1157690,3713,50000,188314,5000,2901056,6.0,0.0,18.0
1189,2025-09-13,9,19,29,35,37,38,31,119484685000,2263651299,13,29368730,167,1571477,3121,50000,152345,5000,2577694,12.0,0.0,1.0
1190,2025-09-20,7,9,19,23,26,45,33,118368861000,4622793813,6,40909680,113,1403825,3293,50000,168764,5000,2752776,3.0,0.0,3.0
1191,2025-09-27,1,4,11,12,20,41,2,121272809000,1536334355,18,34916690,132,1263087,3649,50000,184758,5000,2905296,9.0,1.0,8.0
1192,2025-10-04,10,16,23,36,39,40,11,129050196000,1079546587,29,54924300,95,1501096,3476,50000,171551,5000,2841016,19.0,2.0,8.0
1193,2025-10-11,6,9,16,19,24,28,17,118676603000,1717013508,16,54508366,84,1259616,3635,50000,175936,5000,2782376,9.0,0.0,7.0
1194,2025-10-18,3,13,15,24,33,37,2,121085706000,985155349,28,46438300,99,844799,5442,50000,186820,5000,2884544,5.0,3.0,20.0
1195,2025-10-25,3,15,27,33,34,36,37,122918013000,2939186738,10,56960984,86,1467979,3337,50000,165621,5000,2797760,8.0,0.0,2.0
1196,2025-11-01,8,12,15,29,40,45,14,121645432000,2001627550,15,53234776,94,1763860,2837,50000,153894,5000,2619093,15.0,0.0,0.0
1197,2025-11-08,1,5,7,26,28,43,30,120244434000,2205089827,13,64563441,74,1547683,3087,50000,162871,5000,2751422,11.0,0.0,2.0
1198,2025-11-15,26,30,33,38,39,41,21,120207517000,2953686638,10,63112963,78,1582898,3110,50000,155228,5000,2591974,7.0,0.0,3.0
1199,2025-11-22,16,24,25,30,31,32,7,118624796000,1695609839,17,64056372,75,1371070,3504,50000,157073,5000,2604985,11.0,0.0,6.0
